"dgp","theta0","pi_pop","bilinear_remainder_P","implied_bias_P","relative_bias_P","bilinear_remainder_nu","implied_bias_nu","relative_bias_nu","D_w","D_mu","expected","tol"
"A",0.08,0.4,0.0144456632296923,0.0361141580742306,0.451426975927883,0.0173909574998504,0.043477393749626,0.543467421870325,0.342117785369351,0.1,0.01445,1e-04
