"regime","dgp","n","arm","reps","n_fail","theta0","n_treated_mean","bias","bias_mc_se","rel_bias","rmse","rmse_mc_se","sd_theta","mean_sigma","coverage","coverage_mc_se","coverage_mc_se_nominal","ci_width","ci_width_mc_se","n_leaves_e","n_leaves_m0","certified_frac","coverage_certified","n_certified","clip_frac","max_e_hat","min_e_hat","secs_mean"
"R1","A",2000,"doubletree",30,0,0.08,802.3,0.00238585024311024,0.00335974312104017,0.029823128038878,0.0182494006127455,0.00398817711580005,0.0184020709481651,0.0176812105779318,0.966666666666667,0.0327730693416725,0.0397911212877111,0.0693090718716298,0.000923943188753783,3,3.06666666666667,1,0.966666666666667,30,0,0.782524276040133,0.185546875,0.0313820123672485
"R1","A",2000,"glm_int",30,0,0.08,802.3,0.00337524840802265,0.00346416997860073,0.0421906051002831,0.0189580072105266,0.00338772271112601,0.0189740404031181,0.0188210717866873,0.933333333333333,0.0455420034042649,0.0397911212877111,0.0737786014038143,0.00121127025508859,NA,NA,NA,NA,NA,NA,NA,NA,0.07356911500295
"R1","A",2000,"glm_main",30,0,0.08,802.3,0.0267379514084712,0.00357984753053023,0.33422439260589,0.0329630397177691,0.00461966182617718,0.0196076324490057,0.0174513580704036,0.766666666666667,0.0772202237950847,0.0397911212877111,0.0684093236359822,0.000606927467958418,NA,NA,NA,NA,NA,NA,NA,NA,0.0452850818634033
"R1","A",2000,"lasso_dml",30,0,0.08,802.3,0.00313074895647998,0.00341080925247375,0.0391343619559997,0.0186326745792051,0.00392118856364173,0.018681771669272,0.0174081830508626,0.933333333333333,0.0455420034042649,0.0397911212877111,0.0682400775593812,0.000963540734299525,NA,NA,NA,NA,NA,NA,NA,NA,0.754266262054443
"R1","A",2000,"oracle_aipw",30,0,0.08,802.3,0.00232095094888342,0.00323409759340331,0.0290118868610428,0.0175701179100534,0.00361249551940359,0.0177138820508016,0.0177647382685357,0.966666666666667,0.0327730693416725,0.0397911212877111,0.06963777401266,0.000973505261643714,NA,NA,NA,NA,NA,0,0.75,0.2,0.000261481602986654
"R2","A2",500,"doubletree",30,0,0.08,195.633333333333,-0.00310805329574595,0.00838612119594142,-0.0388506661968243,0.0452674698648678,0.00756785911423831,0.0459326774898932,0.0459848094333939,0.966666666666667,0.0327730693416725,0.0397911212877111,0.18025714065078,0.00264699072506725,2.9,3.06666666666667,1,0.966666666666667,30,0,0.807407403213006,0.15234375,0.0191082239151001
"R2","A2",500,"doubletree_crossfit",30,0,0.08,195.633333333333,-0.00182153011409582,0.00852117432738091,-0.0227691264261978,0.0459240668665941,0.00782737694102892,0.0466723939554043,0.0514267735991812,0.966666666666667,0.0327730693416725,0.0397911212877111,0.201589248190981,0.00504081598853294,NA,NA,NA,NA,NA,0,0.921052634716034,0.137055839983945,3.07738854885101
"R2","A2",2000,"doubletree",30,0,0.08,797.933333333333,-0.00301345655436968,0.00341516339085122,-0.0376682069296209,0.0186364644985356,0.00193209360500952,0.0187056202673505,0.0230491523884468,1,0,0.0397911212877111,0.0903510171110623,0.000531525541734684,3,3,1,1,30,0,0.781376517374023,0.169560777687442,0.0308257659276326
"R2","A2",2000,"doubletree_crossfit",30,0,0.08,797.933333333333,-0.00266104089886978,0.00337359679045148,-0.0332630112358722,0.0183612266065546,0.00192816259780701,0.0184779506205731,0.0233933170330922,1,0,0.0397911212877111,0.091700117727576,0.000552041747734888,NA,NA,NA,NA,NA,0,0.872340427751237,0.0909090909090909,5.2053965250651
"R3","B_eps0",500,"doubletree",30,0,0.1,237.766666666667,-0.0130524779105833,0.00981144942573086,-0.130524779105833,0.0544246160738211,0.00566147328051157,0.053739521722939,0.0498192632950932,0.933333333333333,0.0455420034042649,0.0397911212877111,0.195287923589402,0.00152643843693238,2,2,1,0.933333333333333,30,0,0.748031497001648,0.19502074725895,0.0108977874120076
"R3","B_eps0",500,"doubletree_anchor",30,0,0.1,237.766666666667,-0.0130524779105833,0.00981144942573086,-0.130524779105833,0.0544246160738211,0.00566147328051157,0.053739521722939,0.0508682568687945,0.933333333333333,0.0455420034042649,0.0397911212877111,0.207937531027335,0.00271685714914648,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R3","B_eps0",500,"doubletree_crossfit",30,0,0.1,237.766666666667,-0.0144695744887762,0.0097402307458729,-0.144695744887762,0.0544119411562281,0.00578215450731722,0.0533494409481996,0.0508682568687945,0.933333333333333,0.0455420034042649,0.0397911212877111,0.199399902838339,0.00183725849086992,NA,NA,NA,NA,NA,0,0.766990292564179,0.181347143928004,2.21198365688324
"R3","B_eps0",500,"glm_main",30,0,0.1,237.766666666667,-0.0126260806277809,0.0101980858397693,-0.126260806277809,0.056351092279414,0.00641263744413624,0.0558572165781568,0.0539819626505858,0.933333333333333,0.0455420034042649,0.0397911212877111,0.211609293590296,0.00241808296637053,NA,NA,NA,NA,NA,NA,NA,NA,0.0145055055618286
"R3","B_eps0",500,"oracle_aipw",30,0,0.1,237.766666666667,-0.011711572008934,0.0101025821062998,-0.11711572008934,0.0556503702605994,0.0054658479863942,0.0553341210866847,0.0502456175583627,0.933333333333333,0.0455420034042649,0.0397911212877111,0.196962820828782,0.00253776744747107,NA,NA,NA,NA,NA,0,0.7,0.25,0.000107304255167643
"R3","B_eps05",500,"doubletree",30,0,0.1,239.866666666667,0.00206903642446445,0.0102671523616263,0.0206903642446445,0.0553290070633329,0.00623894138724889,0.0562355094980514,0.0502794846901588,0.933333333333333,0.0455420034042649,0.0397911212877111,0.197091958307888,0.00192580195450628,2,2,1,0.933333333333333,30,0,0.765690374885643,0.2103004337892,0.0108566363652547
"R3","B_eps05",500,"doubletree_anchor",30,0,0.1,239.866666666667,0.00206903642446445,0.0102671523616263,0.0206903642446445,0.0553290070633329,0.00623894138724889,0.0562355094980514,0.0533840843200256,1,0,0.0397911212877111,0.223441534499026,0.00934325068663068,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R3","B_eps05",500,"doubletree_crossfit",30,0,0.1,239.866666666667,0.000582309975914708,0.0096978519975308,0.00582309975914708,0.0522277775950921,0.00515742570053095,0.0531173229839415,0.0533840843200256,0.966666666666667,0.0327730693416725,0.0397911212877111,0.209261765229799,0.00527403390301186,NA,NA,NA,NA,NA,6e-04,0.934782610315344,0.01,2.05576184590658
"R3","B_eps05",500,"glm_main",30,0,0.1,239.866666666667,-0.0119970017031398,0.009881067722833,-0.119970017031398,0.0545468379543516,0.00545390248073295,0.0541208368403184,0.0538627688687692,0.966666666666667,0.0327730693416725,0.0397911212877111,0.211142053965575,0.00280191332778586,NA,NA,NA,NA,NA,NA,NA,NA,0.0139954964319865
"R3","B_eps05",500,"oracle_aipw",30,0,0.1,239.866666666667,-0.0100253842265553,0.00975702080297795,-0.100253842265553,0.053491050863043,0.00544751035891897,0.0534414038783819,0.0504672941249176,0.933333333333333,0.0455420034042649,0.0397911212877111,0.197831792969677,0.00226100760211255,NA,NA,NA,NA,NA,0,0.75,0.2,0.000101971626281738
"R3","B_eps10",500,"doubletree",30,0,0.1,237.1,0.0489211982979771,0.00836212716441104,0.489211982979771,0.0664914550420552,0.00962623363021645,0.0458012567667464,0.0507642678193691,0.9,0.0547722557505166,0.0397911212877111,0.198992273255018,0.00183042567686308,2,2,1,0.9,30,0,0.747081719251922,0.178423238122117,0.0104201237360636
"R3","B_eps10",500,"doubletree_anchor",30,0,0.1,237.1,0.0489211982979771,0.00836212716441104,0.489211982979771,0.0664914550420552,0.00962623363021645,0.0458012567667464,0.0603080271327746,0.933333333333333,0.0455420034042649,0.0397911212877111,0.312860177566358,0.0278959104500426,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R3","B_eps10",500,"doubletree_crossfit",30,0,0.1,237.1,0.0135298026319614,0.0114916894694299,0.135298026319614,0.0633463845712777,0.0103665806154151,0.0629425754625134,0.0603080271327746,0.9,0.0547722557505166,0.0397911212877111,0.236403122317805,0.0161847929342517,NA,NA,NA,NA,NA,0.00226666666666667,0.99,0.01,1.94815758864085
"R3","B_eps10",500,"glm_main",30,0,0.1,237.1,0.00254110844974669,0.0109902680090918,0.0254110844974669,0.0592389311904911,0.0122244569118253,0.06019617701607,0.0575688785273571,0.9,0.0547722557505166,0.0397911212877111,0.22567000382724,0.00444876946797175,NA,NA,NA,NA,NA,NA,NA,NA,0.0143234411875407
"R3","B_eps10",500,"oracle_aipw",30,0,0.1,237.1,0.000442404513218397,0.00967801314754159,0.00442404513218397,0.0521195734613107,0.00955824312763198,0.053008661127401,0.0524250239404115,0.933333333333333,0.0455420034042649,0.0397911212877111,0.205506093846413,0.00397212413812346,NA,NA,NA,NA,NA,0,0.8,0.15,0.000101470947265625
"R3","B_eps15",500,"doubletree",30,0,0.1,239.166666666667,0.0912568393211421,0.00723364550076535,0.912568393211421,0.0992232528824584,0.00702226287991558,0.0396203081376494,0.0512255776030642,0.666666666666667,0.086066296582387,0.0397911212877111,0.200800574378535,0.00159407382791398,2,2,1,0.666666666666667,30,0,0.758474577092013,0.184738946188406,0.0109716653823853
"R3","B_eps15",500,"doubletree_anchor",30,0,0.1,239.166666666667,0.0912568393211421,0.00723364550076535,0.912568393211421,0.0992232528824584,0.00702226287991558,0.0396203081376494,0.0749304654080396,1,0,0.0397911212877111,0.520772774317356,0.0714406170668081,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R3","B_eps15",500,"doubletree_crossfit",30,0,0.1,239.166666666667,-0.0158098214086418,0.0174133931728012,-0.158098214086418,0.0950973819034959,0.0357183303604661,0.0953770824344966,0.0749304654080396,0.966666666666667,0.0327730693416725,0.0397911212877111,0.293722027089164,0.0367206842237095,NA,NA,NA,NA,NA,0.00366666666666667,0.99,0.01,2.06316952705383
"R3","B_eps15",500,"glm_main",30,0,0.1,239.166666666667,0.00507407055612161,0.00878564077409258,0.0507407055612161,0.0475834343289663,0.00634902039817533,0.0481209363410766,0.0618416948181166,0.966666666666667,0.0327730693416725,0.0397911212877111,0.242419443687017,0.00724919311418842,NA,NA,NA,NA,NA,NA,NA,NA,0.0139524539311727
"R3","B_eps15",500,"oracle_aipw",30,0,0.1,239.166666666667,-0.000516912876187794,0.00742684250243466,-0.00516912876187794,0.0399981111559621,0.00621030493925122,0.0406784916962158,0.0544444929598216,1,0,0.0397911212877111,0.213422412402501,0.00429381993920226,NA,NA,NA,NA,NA,0,0.85,0.1,0.000103871027628581
"R4","C",500,"doubletree",30,0,0.1,296.1,0.0442736385037658,0.0250801360879033,0.442736385037658,0.142132116799149,0.0178160725940638,0.13736956280644,0.128908835556973,0.9,0.0547722557505166,0.0397911212877111,0.505313349961325,0.0303008831928792,3.9,1.4,1,0.9,30,0.0745333333333333,0.99,0.0423728823661804,0.011605429649353
"R4","C",500,"forest",30,0,0.1,296.1,0.191315394556815,0.0377996631095169,1.91315394556815,0.279351394481979,0.0542217219540663,0.207037281511783,0.126788892588951,0.766666666666667,0.0772202237950847,0.0397911212877111,0.49701245894869,0.019703162370776,NA,NA,NA,NA,NA,NA,NA,NA,0.264218107859294
"R4","C",500,"glm_main",30,0,0.1,296.1,0.0311369602629454,0.0333480032588525,0.311369602629454,0.182263821461191,0.0291768235821663,0.182654536326293,0.151319453227038,0.9,0.0547722557505166,0.0397911212877111,0.593172256649988,0.0501574964740781,NA,NA,NA,NA,NA,NA,NA,NA,0.0145703236262004
"R4","C",1000,"doubletree",30,0,0.1,593.066666666667,0.0107885210516541,0.0198215631958891,0.107885210516541,0.107286200626232,0.0147869076157942,0.108567172874026,0.103455194688602,0.9,0.0547722557505166,0.0397911212877111,0.40553691120648,0.018668878682882,4,1.23333333333333,1,0.9,30,0.0899,0.99,0.0379746807149695,0.0155173142751058
"R4","C",1000,"forest",30,0,0.1,593.066666666667,0.140856207852629,0.0371870349784853,1.40856207852629,0.244834357954239,0.042842302817925,0.2036817790445,0.0763039345310806,0.666666666666667,0.086066296582387,0.0397911212877111,0.299111423361836,0.015793834133323,NA,NA,NA,NA,NA,NA,NA,NA,0.425577330589294
"R4","C",1000,"glm_main",30,0,0.1,593.066666666667,0.0139344312893517,0.0220584584571961,0.139344312893517,0.119602928354975,0.0173969369163053,0.120819152807969,0.098140851100587,0.9,0.0547722557505166,0.0397911212877111,0.384712136314301,0.0251132235582291,NA,NA,NA,NA,NA,NA,NA,NA,0.0232616106669108
"R5","A2",500,"doubletree",30,0,0.08,200.2,0.00871724517174811,0.00685128977654661,0.108965564646851,0.0379111506004304,0.00416436097393777,0.0375260595861911,0.0465975769520272,1,0,0.0397911212877111,0.182659145185614,0.00316716753313822,2.9,3.03333333333333,1,1,30,0,0.815999996900558,0.157303380329957,0.0115707159042358
"R5","A2",500,"doubletree_anchor",30,0,0.08,200.2,0.00871724517174811,0.00685128977654661,0.108965564646851,0.0379111506004304,0.00416436097393777,0.0375260595861911,0.0506945034117279,1,0,0.0397911212877111,0.222776291464186,0.00539136891528248,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R5","A2",500,"doubletree_anchor_shallow",30,0,0.08,200.2,0.00871724517174811,0.00685128977654661,0.108965564646851,0.0379111506004304,0.00416436097393777,0.0375260595861911,0.0462510262988961,1,0,0.0397911212877111,0.230724374225905,0.00881821813013064,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R5","A2",500,"doubletree_crossfit",30,0,0.08,200.2,0.013336831609266,0.00751557333605053,0.166710395115825,0.0426134076540585,0.00455640227271233,0.0411644904873923,0.0506945034117279,1,0,0.0397911212877111,0.198718801802259,0.00353503966292382,NA,NA,NA,NA,NA,0,0.842696619670043,0.114285714072841,1.97829774220785
"R5","A2",500,"doubletree_crossfit_shallow",30,0,0.08,200.2,0.014875247791157,0.00616005885750679,0.185940597389463,0.0363554181045798,0.00785650345446653,0.0337400319181597,0.0462510262988961,0.966666666666667,0.0327730693416725,0.0397911212877111,0.181300691587702,0.00162534586986266,NA,NA,NA,NA,NA,0,0.678571423249585,0.139784944954739,4.60049304962158
"R6","A2_L16",200,"doubletree",30,0,0.08,81.4666666666667,0.0200705910634832,0.0144524583996053,0.25088238829354,0.0803751310146049,0.00933452940137688,0.0791593747686883,0.0712692751811532,0.966666666666667,0.0327730693416725,0.0397911212877111,0.279370425118669,0.00959002156806268,2.4,3.1,1,0.966666666666667,30,0,0.897435896862776,0.0967741935483871,0.0145814657211304
"R6","A2_L16",500,"doubletree",30,0,0.08,201.166666666667,-0.0105611516726875,0.00892077932134372,-0.132014395908594,0.0491870585820784,0.00587727208137373,0.0488611206482559,0.0447982956857107,0.9,0.0547722557505166,0.0397911212877111,0.175606092225538,0.00295043891602309,2.9,3.2,1,0.9,30,0,0.814814818126184,0.146153854521421,0.0175117254257202
"R6","A2_L4",200,"doubletree",30,0,0.08,79.0666666666667,0.00816540118650384,0.0159324410116835,0.102067514831298,0.0861864919675296,0.0144501336891665,0.087265573382195,0.0702694947549392,0.9,0.0547722557505166,0.0397911212877111,0.275451357863014,0.00804835812234854,2.33333333333333,2.9,1,0.9,30,0,0.877551019191742,0.103773587225181,0.00880583922068278
"R6","A2_L4",500,"doubletree",30,0,0.08,201.266666666667,-0.00827859989234774,0.0083201362307091,-0.103482498654347,0.0455636977889939,0.00517179405380934,0.0455712629507538,0.0458809629967338,0.966666666666667,0.0327730693416725,0.0397911212877111,0.179850070099226,0.00299050022219686,2.9,3.06666666666667,0.966666666666667,0.96551724137931,29,0,0.838709677419355,0.162601624804784,0.0195440769195557
"R6","A2_L8",200,"doubletree",30,0,0.08,80.8666666666667,0.0118786383259115,0.0134021173330265,0.148482979073894,0.0731436105870902,0.0110513408582713,0.073406419816296,0.0758050845131736,0.933333333333333,0.0455420034042649,0.0397911212877111,0.29715047098167,0.00984275647792927,2.5,2.7,1,0.933333333333333,30,0,0.895833333488554,0.083333333954215,0.0127114693323771
"R6","A2_L8",500,"doubletree",30,0,0.08,202.433333333333,-0.00893298872179265,0.00868495728962561,-0.111662359022408,0.0476153787978179,0.00634987714343679,0.0475694701849688,0.0464526798834796,0.966666666666667,0.0327730693416725,0.0397911212877111,0.182091159113976,0.00318255006750646,2.96666666666667,3.23333333333333,1,0.966666666666667,30,0,0.851851855163221,0.144628094801725,0.0186115582784017
