"regime","dgp","n","arm","reps","n_fail","theta0","n_treated_mean","bias","bias_mc_se","rel_bias","rmse","rmse_mc_se","sd_theta","mean_sigma","coverage","coverage_mc_se","coverage_mc_se_nominal","ci_width","ci_width_mc_se","n_leaves_e","n_leaves_m0","certified_frac","coverage_certified","n_certified","clip_frac","max_e_hat","min_e_hat","secs_mean"
"R2","A2",500,"doubletree",2,0,0.08,206.5,0.00955111338485824,0.0244345636208727,0.119388917310728,0.0262349321751152,0.00889566956356969,0.0345556912633064,0.0462097805127796,1,0,0.154110350074224,0.181139011077098,0.0124388098357625,3,3.5,1,1,2,0,0.803278684616089,0.184210526707925,0.213101506233215
"R2","A2",500,"doubletree_crossfit",2,0,0.08,206.5,0.0093485472597738,0.00229946693810783,0.116856840747172,0.00962719502594993,0.00223291158901886,0.00325193733010062,0.0555455200870823,1,0,0.154110350074224,0.217734437746455,0.00404896389650727,NA,NA,NA,NA,NA,0,0.822916674272468,0.177033496245243,2.00036895275116
"R2","A2",2000,"doubletree",2,0,0.08,805,-0.015762913478172,0.00795713209363706,-0.197036418477149,0.0176574458083813,0.0071033821135586,0.0112530841244158,0.0223865391511131,1,0,0.154110350074224,0.0877536209493552,3.96836322615335e-05,3,3,1,1,2,0,0.75,0.190427708483155,0.0324136018753052
"R2","A2",2000,"doubletree_crossfit",2,0,0.08,805,-0.0169522296394868,0.00828620073425878,-0.211902870493585,0.018869001360918,0.00744446274602446,0.0117184574589347,0.0226917675677791,1,0,0.154110350074224,0.0889500943568023,0.000811250842460989,NA,NA,NA,NA,NA,0,0.790055251417898,0.184852373825723,4.5978274345398
"R3","B_eps0",500,"doubletree",2,0,0.1,238.5,0.0111644379117418,0.0189730204487134,0.111644379117418,0.0220140904611668,0.00962216036912938,0.0268319028377526,0.0492467695057429,1,0,0.154110350074224,0.193043789172403,0.00440448699528193,2,2,1,1,2,0,0.700819671154022,0.23828125,0.0123510360717773
"R3","B_eps0",500,"doubletree_anchor",2,0,0.1,238.5,0.0111644379117418,0.0189730204487134,0.111644379117418,0.0220140904611668,0.00962216036912938,0.0268319028377526,0.0506261640022573,1,0,0.154110350074224,0.200852872925576,0.00657193414459117,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R3","B_eps0",500,"doubletree_crossfit",2,0,0.1,238.5,0.00996345956879642,0.0181256855642454,0.0996345956879642,0.020683592622002,0.00873129434409621,0.0256335903522661,0.0506261640022573,1,0,0.154110350074224,0.198450916239685,0.00826660391352724,NA,NA,NA,NA,NA,0,0.709844568078382,0.230000007599592,2.42039489746094
"R3","B_eps0",500,"glm_main",2,0,0.1,238.5,0.0103228213637426,0.00374802120313011,0.103228213637426,0.0109821811971417,0.00352299353406237,0.00530050241752852,0.0540888614422759,1,0,0.154110350074224,0.212028336853721,0.00531342515821034,NA,NA,NA,NA,NA,NA,NA,NA,0.0471255779266357
"R3","B_eps0",500,"oracle_aipw",2,0,0.1,238.5,0.0138567323481121,0.0223337438423645,0.138567323481121,0.0262831722853915,0.0117745570205371,0.0315846834404385,0.0518405152642151,1,0,0.154110350074224,0.203214819835723,0.00561974520453895,NA,NA,NA,NA,NA,0,0.7,0.25,0.0210809707641602
"R3","B_eps05",500,"doubletree",2,0,0.1,237.5,0.0132139103467358,0.0385750475604512,0.132139103467358,0.0407755039324181,0.0125008196325348,0.0545533554291773,0.0479822521675104,1,0,0.154110350074224,0.188086972290879,0.00568655265949688,2,2,1,1,2,0,0.693227091633466,0.27819550037384,0.00992310047149658
"R3","B_eps05",500,"doubletree_anchor",2,0,0.1,237.5,0.0132139103467358,0.0385750475604512,0.132139103467358,0.0407755039324181,0.0125008196325348,0.0545533554291773,0.049347576882948,1,0,0.154110350074224,0.210487422772782,0.0238392036921608,NA,NA,NA,NA,NA,NA,NA,NA,NA
