"dgp","n","emp_cor_A_Y0","emp_EY0_treated","emp_EY0_control","emp_gap","pop_Ee0_x1_0","pop_Ee0_x1_1","pop_Emu0_x1_0","pop_Emu0_x1_1","pop_Emu0_treated","pop_Emu0_control","pi_pop"
"A",200000,0.20773764882886,0.522900095052279,0.315292726000466,0.207607369051812,0.2,0.6,0.3,0.5,0.525,0.316666666666667,0.4
