dgp,n,arm,mean_max_e_hat,q50,q90,max_max_e_hat,pct_at_clip,max_true_e
simple,500,L,0.45884715774806434,0.45399999618530273,0.498200009709597,0.6150793616497326,0,0.5249791874789399
simple,500,S,0.45221333333333336,0.452,0.48,0.526,0,0.5249791874789399
simple,2000,L,0.4766034631304519,0.472500010505319,0.5147070452128306,0.5855669975280762,0,0.5249791874789399
simple,2000,S,0.45247188,0.451,0.4665,0.533133,0,0.5249791874789399
weak_overlap,500,L,0.9744464029344626,0.9835388170050016,0.99,0.99,0.3566666666666667,0.9820137900379085
weak_overlap,500,S,0.8985682233333333,0.898039,0.9219622000000001,0.943548,0,0.9820137900379085
weak_overlap,2000,L,0.9816029326966691,0.9823982183603693,0.9894889710828371,0.99,0.08333333333333333,0.9820137900379085
weak_overlap,2000,S,0.9257744233333334,0.908393,0.985336,0.99,0.03,0.9820137900379085
