"n","lambda","rep","theta","sigma","true_tau","bias","ci_lower","ci_upper","ci_width","coverage","mean_score","sd_score"
800,0.01,18,0.139254962187075,0.660473132040228,0.15,-0.010745037812925,0.0934873502083369,0.185022574165813,0.0915352239574761,1,3.64638874650325e-16,0.660886315147291
1600,0.01,18,0.181791354214805,0.673639323598643,0.15,0.0317913542148052,0.148783633894224,0.214799074535387,0.0660154406411631,1,3.16552339896248e-15,0.673849934616327
3200,0.01,18,0.136570788208954,0.64958940189397,0.15,-0.0134292117910458,0.114064077300407,0.159077499117501,0.0450134218170937,1,2.80601063218366e-15,0.649690924032887
800,0.05,18,0.238762824623927,0.762773411160213,0.15,0.0887628246239268,0.185906295241967,0.291619354005886,0.105713058763919,0,2.6402491304367e-15,0.763250591945803
1600,0.05,18,0.136381338736819,0.631661085465923,0.15,-0.0136186612631806,0.105430514288102,0.167332163185537,0.0619016488974343,1,-1.90975707470287e-15,0.631858572131826
3200,0.05,18,0.132180746671128,0.64012631238475,0.15,-0.0178192533288716,0.110001909061106,0.15435958428115,0.0443576752200441,1,2.51786872601523e-15,0.640226355569292
800,0.1,18,0.207363556246258,0.70843833959528,0.15,0.0573635562462581,0.158272186038206,0.25645492645431,0.0981827404161034,0,1.9579476928655e-15,0.708881529090987
1600,0.1,18,0.165186480440832,0.671755607155822,0.15,0.0151864804408316,0.132271060529875,0.198101900351788,0.0658308398219123,1,-2.15404083458992e-15,0.671965629236037
3200,0.1,18,0.135580124511335,0.634884664452273,0.15,-0.0144198754886655,0.1135828973992,0.157577351623469,0.0439944542242683,1,5.50171019852996e-15,0.634983888437321
800,0.01,19,0.182268059160395,0.672169317494531,0.15,0.0322680591603949,0.135689957774086,0.228846160546704,0.0931562027726182,1,-4.37185010415675e-16,0.672589817577882
1600,0.01,19,0.14725178779237,0.63920564745495,0.15,-0.00274821220763033,0.115931286599212,0.178572288985527,0.0626410023863154,1,-3.21791204793698e-15,0.639405492902215
3200,0.01,19,0.158275782254447,0.659058346286543,0.15,0.00827578225444683,0.135440995189745,0.181110569319149,0.0456695741294046,1,-3.60329821535998e-15,0.659161348294874
800,0.05,19,0.172020246086691,0.671025297953424,0.15,0.022020246086691,0.125521419753239,0.218519072420143,0.0929976526669032,1,-4.89538964920655e-17,0.67144508235354
1600,0.05,19,0.168899607305913,0.665983177077158,0.15,0.0188996073059131,0.136267031271393,0.201532183340433,0.0652651520690395,1,-1.71637010160097e-15,0.666191394426963
3200,0.05,19,0.128361060887888,0.644617773857923,0.15,-0.0216389391121121,0.106026604937051,0.150695516838725,0.0446689119016735,1,-4.14404621729148e-15,0.64471851899785
800,0.1,19,0.0760351525247709,0.608531951612504,0.15,-0.0739648474752291,0.0338668145758338,0.118203490473708,0.0843366758978743,0,6.19439395610488e-16,0.608912641015777
1600,0.1,19,0.135874903276515,0.650769214337737,0.15,-0.0141250967234851,0.10398779771778,0.16776200883525,0.0637742111174695,1,1.3061773884715e-15,0.650972675094416
3200,0.1,19,0.158061583902199,0.66134620041615,0.15,0.00806158390219919,0.135147528192802,0.180975639611596,0.0458281114187935,1,6.32827124036339e-17,0.661449559985495
800,0.01,20,0.20506289524506,0.719787633218251,0.15,0.0550628952450601,0.155185073565221,0.254940716924899,0.0997556433596777,0,-5.10529118979974e-16,0.720237922679383
1600,0.01,20,0.122659646184009,0.644700837202435,0.15,-0.027340353815991,0.0910698856410192,0.154249406726999,0.0631795210859797,1,-3.57214258173144e-16,0.644902400701875
3200,0.01,20,0.178483614368238,0.690288847195369,0.15,0.0284836143682379,0.154566765537388,0.202400463199088,0.0478336976616996,0,3.4319855984899e-15,0.690396730113458
800,0.05,20,0.127025764430912,0.625744076411282,0.15,-0.0229742355690879,0.0836647090027845,0.17038681985904,0.0867221108562553,1,-4.02308394931161e-16,0.6261355334883
1600,0.05,20,0.137279764652412,0.635270034497868,0.15,-0.0127202353475881,0.106152104950578,0.168407424354245,0.0622553194036669,1,-2.23571161583891e-15,0.635468649489277
3200,0.05,20,0.138775276807333,0.632668541088111,0.15,-0.0112247231926673,0.116854833041339,0.160695720573326,0.0438408875319872,1,2.42908124170604e-15,0.632767418722704
800,0.1,20,0.119966958627951,0.642327377488342,0.15,-0.030033041372049,0.0754567601806714,0.164477157075231,0.0890203968945592,1,1.01550712283682e-15,0.642729208855445
1600,0.1,20,0.158725478516726,0.641999084551045,0.15,0.00872547851672592,0.127268101421033,0.190182855612419,0.0629147541913866,1,-1.60017832318005e-15,0.642199803356808
3200,0.1,20,0.129318162355155,0.632674816798011,0.15,-0.0206818376448451,0.107397501150903,0.151238823559407,0.0438413224085047,1,-2.40363284831346e-16,0.632773695413417
800,0.01,21,0.118505960654748,0.661993212756938,0.15,-0.0314940393452523,0.0726330143920792,0.164378906917416,0.091745892525337,1,-1.47243328640911e-16,0.662407346806051
1600,0.01,21,0.151620079799939,0.645427281736332,0.15,0.00162007979993861,0.119994724128869,0.183245435471009,0.0632507113421398,1,-1.28971486268448e-15,0.645629072356156
3200,0.01,21,0.13372493404386,0.643222468285445,0.15,-0.0162750659561403,0.111438822076249,0.156011046011471,0.0445722239352218,1,-6.07030918586826e-15,0.643322995357761
800,0.05,21,0.121330129462039,0.615444581569246,0.15,-0.0286698705379614,0.0786827794984334,0.163977479425644,0.0852946999272106,1,1.11129855318026e-15,0.615829595420836
1600,0.05,21,0.13486465068792,0.651105530197377,0.15,-0.0151353493120803,0.102961065954877,0.166768235420963,0.0638071694660857,1,-2.31065167000111e-15,0.651309096102055
3200,0.05,21,0.12820259359294,0.634095837329888,0.15,-0.0217974064070596,0.106232697443948,0.150172489741933,0.0439397922979852,1,1.93920942671844e-15,0.634194938031804
800,0.1,21,0.119351809882974,0.660580113118788,0.15,-0.0306481901170261,0.0735767846299404,0.165126835136007,0.0915500505060671,1,-7.77017339359531e-16,0.660993363151775
1600,0.1,21,0.162101876959639,0.655371336477564,0.15,0.0121018769596391,0.129989271559741,0.194214482359537,0.0642252107997953,1,9.07815489448183e-16,0.655576236071902
3200,0.1,21,0.149911285530363,0.652600236339746,0.15,-8.87144696365139e-05,0.127300256447495,0.172522314613232,0.0452220581657379,1,-4.48439896327812e-15,0.652702229031836
800,0.01,22,0.145916011472908,0.680509720227813,0.15,-0.00408398852709199,0.0987599602843652,0.193072062661451,0.0943121023770855,1,1.1532788612989e-15,0.680935437954925
1600,0.01,22,0.14589839261755,0.646010095807688,0.15,-0.00410160738245036,0.114244479581741,0.177552305653358,0.0633078260716169,1,-2.32717491110979e-15,0.646212068642327
3200,0.01,22,0.1460675667061,0.646383211284181,0.15,-0.00393243329390042,0.123671942593245,0.168463190818954,0.0447912482257086,1,-4.77106201768329e-15,0.646484232338368
800,0.05,22,0.165204788464755,0.665174112829394,0.15,0.0152047884647546,0.119111421123322,0.211298155806188,0.092186734682866,1,-1.0096090630185e-15,0.665590236806803
1600,0.05,22,0.163523663860586,0.66496095049016,0.15,0.013523663860586,0.13094117600843,0.196106151712742,0.0651649757043117,1,2.49698699217316e-15,0.665168848244336
3200,0.05,22,0.136033438238658,0.639031212648949,0.15,-0.0139665617613425,0.113892543201433,0.158174333275882,0.0442817900744495,1,5.13081764574874e-15,0.639131084684044
800,0.1,22,0.123834974983117,0.630664928208829,0.15,-0.026165025016883,0.0801329281887255,0.167537021777508,0.087404093588783,1,9.58053081312471e-16,0.631059463704538
1600,0.1,22,0.16580139269352,0.653742018261717,0.15,0.0158013926935198,0.133768622419183,0.197834162967857,0.0640655405486746,1,1.17367920937639e-15,0.653946408455318
3200,0.1,22,0.145731315936173,0.642689149256714,0.15,-0.00426868406382688,0.1234636821906,0.167998949681746,0.044535267491146,1,2.0043352828153e-15,0.642789592978396
800,0.01,23,0.156800774544614,0.657908556013218,0.15,0.00680077454461403,0.111210875352059,0.202390673737169,0.0911797983851093,1,1.88238313825195e-15,0.658320134756017
1600,0.01,23,0.193479805877042,0.691602585550868,0.15,0.0434798058770418,0.15959190189468,0.227367709859404,0.0677758079647242,0,-2.59162483140507e-15,0.691818812720621
3200,0.01,23,0.155174425918765,0.658701035345861,0.15,0.0051744259187646,0.132352018819042,0.177996833018488,0.045644814199446,1,4.69731024910214e-15,0.65880398151127
800,0.05,23,0.0670277232903192,0.612195382250369,0.15,-0.0829722767096808,0.0246055272148193,0.109449919365819,0.0848443921509999,0,4.59493554316737e-16,0.61257836344657
1600,0.05,23,0.139441770776948,0.635650687457701,0.15,-0.0105582292230524,0.108295459422817,0.170588082131078,0.062292622708261,1,-2.26551416515619e-15,0.635849421458949
3200,0.05,23,0.161331228278297,0.664640127428444,0.15,0.0113312282782974,0.138303045917814,0.184359410638781,0.0460563647209669,1,5.16246767556794e-15,0.664744001794542
800,0.1,23,0.160797607377081,0.66284499070268,0.15,0.0107976073770807,0.114865636998787,0.206729577755374,0.0918639407565871,1,5.36515276650107e-16,0.663259657612618
1600,0.1,23,0.160588165586883,0.659648134926567,0.15,0.0105881655868828,0.128266000913756,0.19291033026001,0.0646443293462545,1,2.54466586691038e-15,0.659854371647233
3200,0.1,23,0.131044213476843,0.633321363931476,0.15,-0.018955786523157,0.109101150968968,0.152987275984718,0.0438861250157493,1,-4.64905891561784e-17,0.633420343593552
800,0.01,24,0.142339722054225,0.669282963958516,0.15,-0.00766027794577456,0.0959616310881157,0.188717813020335,0.0927561819322194,1,7.56339435525888e-17,0.669701658377922
1600,0.01,24,0.132570053563802,0.619334237418539,0.15,-0.0174299464361975,0.10222323357048,0.162916873557125,0.0606936399866458,1,-1.1620739093221e-15,0.619527870137799
3200,0.01,24,0.14755962062106,0.646160199987317,0.15,-0.0024403793789404,0.125171723313435,0.169947517928684,0.0447757946152487,1,-3.10281314530592e-16,0.646261186187822
800,0.05,24,0.117809614958262,0.632986393465005,0.15,-0.032190385041738,0.0739467017850389,0.161672528131485,0.087725826346446,1,9.80188152865935e-16,0.633382381238153
1600,0.05,24,0.143238030103802,0.641414925615386,0.15,-0.00676196989619848,0.111809276269987,0.174666783937616,0.0628575076676297,1,1.52561990818256e-15,0.641615461785868
3200,0.05,24,0.117618004628272,0.633227508465765,0.15,-0.0323819953717281,0.0956781939866188,0.139557815269925,0.0438796212833061,0,2.49300580179579e-15,0.633326473459485
800,0.1,24,0.135238626739689,0.666751508976216,0.15,-0.0147613732603106,0.0890359534306366,0.181441300048742,0.0924053466181056,1,8.5487172896137e-16,0.667168619751437
1600,0.1,24,0.129296124760898,0.636955205706238,0.15,-0.0207038752391021,0.0980858931871597,0.160506356334636,0.0624204631474764,1,2.5833328531899e-15,0.63715434756063
3200,0.1,24,0.154731274403665,0.649389492947899,0.15,0.00473127440366478,0.13223148985944,0.17723105894789,0.0449995690884496,1,8.47128357045479e-16,0.649490983843721
800,0.01,25,0.122704472382737,0.623653388028709,0.15,-0.0272955276172634,0.0794882916058555,0.165920653159618,0.0864323615537621,1,1.05963848806567e-15,0.624043537199199
1600,0.01,25,0.177647368327114,0.687349869815308,0.15,0.0276473683271141,0.143967843586707,0.211326893067522,0.0673590494808149,1,1.47656192828194e-15,0.687564767388109
3200,0.01,25,0.158989586113601,0.655932990471757,0.15,0.00898958611360079,0.136263085113303,0.181716087113899,0.0454530020005964,1,-7.02937708041418e-15,0.656035504028759
800,0.05,25,0.158278155147128,0.658169677111147,0.15,0.0082781551471281,0.112670161518162,0.203886148776095,0.0912159872579331,1,6.90654131108026e-16,0.658581419207791
1600,0.05,25,0.184692836537969,0.683996785218959,0.15,0.034692836537969,0.151177609923711,0.218208063152227,0.0670304532285169,0,2.62671828732408e-15,0.684210634461395
3200,0.05,25,0.146876436049701,0.646550294415129,0.15,-0.00312356395029889,0.124475022908093,0.16927784919131,0.0448028262832169,1,4.99215252469654e-15,0.64665134158218
800,0.1,25,0.174040861972978,0.687516880151729,0.15,0.0240408619729782,0.126399248297616,0.22168247564834,0.095283227350724,1,1.28133614829551e-15,0.687946981463833
1600,0.1,25,0.138010909726078,0.658922391661879,0.15,-0.011989090273922,0.105724305819471,0.170297513632685,0.0645732078132139,1,3.35522408467792e-15,0.659128401481406
3200,0.1,25,0.165883239069984,0.664770930617586,0.15,0.0158832390699841,0.142850524693499,0.188915953446469,0.0460654287529703,1,-3.90604215638746e-15,0.664874825426475
800,0.01,26,0.154342589839432,0.663180316557867,0.15,0.00434258983943236,0.108387382991884,0.200297796686981,0.0919104136950977,1,-2.96707103331073e-16,0.663595193243148
1600,0.01,26,0.167910477576988,0.679627128238069,0.15,0.0179104775769883,0.134609360220413,0.201211594933563,0.06660223471315,1,3.53194903879306e-15,0.679839611322279
3200,0.01,26,0.145292153664438,0.649265009346448,0.15,-0.00470784633556209,0.122796682177696,0.16778762515118,0.0449909429734835,1,4.57569745981878e-15,0.649366480787148
800,0.05,26,0.122310160887138,0.631054671183182,0.15,-0.0276898391128622,0.0785811067788128,0.166039214995463,0.08745810821665,1,-4.23272528138341e-16,0.631449450496854
1600,0.05,26,0.189417972662895,0.669196654806134,0.15,0.0394179726628952,0.156627939113028,0.222208006212763,0.0655800670997352,0,5.26800825184637e-16,0.669405876838698
3200,0.05,26,0.168611240940207,0.666682203549645,0.15,0.0186112409402069,0.145512305552074,0.19171017632834,0.0461978707762661,1,6.15847650653478e-15,0.666786397064942
800,0.1,26,0.188901723829007,0.688258281873798,0.15,0.0389017238290074,0.141208734579546,0.236594713078469,0.0953859784989235,1,-1.02126640477707e-15,0.688688846996845
1600,0.1,26,0.130226821162761,0.619102171663492,0.15,-0.0197731788372391,0.0998913721824864,0.160562270143035,0.0606708979605489,1,7.2473277379359e-16,0.619295731828191
3200,0.1,26,0.147376875756087,0.647891215504801,0.15,-0.00262312424391303,0.12492900292282,0.169824748589354,0.0448957456665332,1,-3.24415841412851e-15,0.647992472239891
800,0.01,27,0.1414350317834,0.657750873342913,0.15,-0.00856496821659974,0.0958560592416361,0.187014004325164,0.0911579450835283,1,9.88237269794468e-16,0.658162353441553
1600,0.01,27,0.159464199385573,0.685630751912549,0.15,0.00946419938557294,0.12586890987453,0.193059488896616,0.0671905790220856,1,3.29042348923281e-16,0.685845112009052
3200,0.01,27,0.171908188735603,0.673216670118216,0.15,0.0219081887356028,0.148582849792283,0.195233527678923,0.0466506778866395,1,4.73829309122209e-15,0.673321884883272
800,0.05,27,0.179056469092676,0.651627849038064,0.15,0.0290564690926755,0.133901792690945,0.224211145494406,0.0903093528034607,1,-1.29313226793215e-15,0.652035498655063
1600,0.05,27,0.141379729672965,0.648367905088995,0.15,-0.00862027032703491,0.109610286105312,0.173149173240618,0.0635388871353056,1,1.41893441440999e-15,0.648570615084594
3200,0.05,27,0.155546430697673,0.657415525311023,0.15,0.00554643069767333,0.132768563429788,0.178324297965558,0.0455557345357699,1,-1.50681550570297e-15,0.657518270568404
800,0.1,27,0.169656531802765,0.682500598977768,0.15,0.0196565318027646,0.122362522290553,0.216950541314976,0.0945880190244234,1,-7.41143257876331e-16,0.682927562171845
1600,0.1,27,0.113894719691507,0.647474473793932,0.15,-0.036105280308493,0.0821690534528788,0.145620385930135,0.0634513324772565,0,-9.70473701400465e-16,0.647676904461312
3200,0.1,27,0.139397519266753,0.640830429678176,0.15,-0.0106024807332472,0.117194285685487,0.161600752848019,0.0444064671625315,1,1.89664256522448e-15,0.640930582906837
800,0.01,28,0.167521381267604,0.659663707052369,0.15,0.0175213812676041,0.121809858548176,0.213232903987032,0.0914230454388563,1,1.27550747741623e-15,0.660076383794047
1600,0.01,28,0.150765735577072,0.66411550684396,0.15,0.000765735577072157,0.118224673702354,0.18330679745179,0.0650821237494362,1,1.12687636999453e-15,0.66432314027309
3200,0.01,28,0.159204057332464,0.668963654162462,0.15,0.00920405733246371,0.136026075166096,0.182382039498831,0.0463559643327346,1,-3.44380773897868e-15,0.669068204237988
800,0.05,28,0.207669998999266,0.718554984706591,0.15,0.0576699989992656,0.157877593933746,0.257462404064785,0.0995848101310389,0,-3.19119730640693e-16,0.719004503039395
1600,0.05,28,0.160418775725622,0.659784140531923,0.15,0.0104187757256223,0.12808994690029,0.192747604550954,0.0646576576506641,1,9.85938761188798e-16,0.65999041977427
3200,0.05,28,0.176239285571049,0.670088501850021,0.15,0.0262392855710493,0.153022330136882,0.199456241005217,0.0464339108683345,0,-2.6148527787484e-15,0.670193227724202
800,0.1,28,0.143020753845507,0.623098883430467,0.15,-0.00697924615449261,0.0998429975707925,0.186198510120222,0.0863555125494298,1,-8.77041494984354e-16,0.623488685710339
1600,0.1,28,0.164161946143665,0.662687507492088,0.15,0.0141619461436653,0.131690854951438,0.196633037335893,0.0649421823844555,1,3.12770642718618e-17,0.662894694462131
3200,0.1,28,0.167306109795781,0.673863167570882,0.15,0.0173061097957812,0.143958371270159,0.190653848321403,0.0466954770512436,1,6.54344634032356e-15,0.673968483374847
800,0.01,29,0.183010081265612,0.657814170038065,0.15,0.0330100812656117,0.137426722567254,0.22859343996397,0.0911667173967163,1,1.61162749812149e-15,0.658225689734267
1600,0.01,29,0.085313828262093,0.618804703268451,0.15,-0.064686171737907,0.054992954965339,0.115634701558847,0.0606417465935079,0,1.09086351063326e-15,0.618998170430678
3200,0.01,29,0.184492989595957,0.696646291231192,0.15,0.0344929895959573,0.160355870615049,0.208630108576866,0.0482742379618164,0,4.91405527380806e-15,0.696755167732789
800,0.05,29,0.105551633640213,0.648294897866625,0.15,-0.0444483663597866,0.0606279147272264,0.1504753525532,0.0898474378259738,1,3.43891581877642e-16,0.648700462434205
1600,0.05,29,0.190902891826425,0.688770020834009,0.15,0.0409028918264248,0.157153780964786,0.224652002688064,0.067498221723278,0,-1.23796806139609e-15,0.688985362412143
3200,0.05,29,0.130137273509258,0.635002187325911,0.15,-0.0198627264907418,0.108135974512123,0.152138572506393,0.0440025979942695,1,-4.45855158348607e-15,0.635101429678215
800,0.1,29,0.136221247883226,0.642406662539602,0.15,-0.0137787521167736,0.091705555363159,0.180736940403294,0.0890313850401347,1,1.67407754325666e-15,0.642808543506366
1600,0.1,29,0.160819092065286,0.653325148530644,0.15,0.0108190920652856,0.128806748032427,0.192831436098144,0.0640246880657172,1,-8.08728084500387e-16,0.653529408391357
3200,0.1,29,0.153302143285635,0.654973182498347,0.15,0.00330214328563466,0.130608897323861,0.175995389247408,0.0453864919235469,1,3.66120328498809e-15,0.655075546050194
800,0.01,30,0.0986704144127934,0.633746466605053,0.15,-0.0513295855872066,0.0547548318259914,0.142585996999595,0.0878311651736038,0,-7.61057883380545e-16,0.634142929869732
1600,0.01,30,0.144457333431511,0.646303739700741,0.15,-0.00554266656848873,0.112789032109336,0.176125634753686,0.0633366026443501,1,6.73072708679001e-17,0.646505804342133
3200,0.01,30,0.186100456602774,0.687746371854641,0.15,0.0361004566027742,0.162271698429375,0.209929214776173,0.0476575163467981,0,9.24680471081629e-15,0.68785385741783
800,0.05,30,0.149470611071158,0.676353180125797,0.15,-0.000529388928842439,0.102602588123787,0.196338634018528,0.0937360458947408,1,-1.17905685215192e-15,0.676776297577332
1600,0.05,30,0.17777090396265,0.686520454248314,0.15,0.0277709039626499,0.144132019838231,0.211409788087069,0.0672777682488386,1,3.86465165425065e-15,0.686735092507193
3200,0.05,30,0.191714604581153,0.683649907904946,0.15,0.0417146045811529,0.168027779034109,0.215401430128197,0.0473736510940885,0,-7.43509420697563e-15,0.683756753245584
800,0.1,30,0.112318114862943,0.648380400333624,0.15,-0.0376818851370568,0.067388471040156,0.15724775868573,0.0898592876455745,1,-4.10804203154758e-16,0.648786018390397
1600,0.1,30,0.180119782175602,0.667503545879214,0.15,0.030119782175602,0.147412709438701,0.212826854912503,0.065414145473802,1,4.14557277395033e-15,0.667712238567095
3200,0.1,30,0.174121753488161,0.667518262859264,0.15,0.0241217534881615,0.150993850655164,0.197249656321159,0.0462558056659954,0,-4.98715652108572e-16,0.667622587039455
800,0.01,31,0.150837098627349,0.652512672384068,0.15,0.000837098627349153,0.105621108222664,0.196053089032035,0.0904319808093708,1,8.70692407062279e-16,0.65292087553465
1600,0.01,31,0.151735622172497,0.668820015244177,0.15,0.00173562217249709,0.118964043622044,0.18450720072295,0.0655431571009058,1,3.00336144842817e-15,0.669029119521675
3200,0.01,31,0.139494177998411,0.63851279339252,0.15,-0.0105058220015889,0.117371244941939,0.161617111054883,0.0442458661129445,1,3.0859603067368e-15,0.638612584405612
800,0.05,31,0.128152171833015,0.627022065389645,0.15,-0.0218478281669848,0.0847025579142581,0.171601785751772,0.0868992278375142,1,8.50569614740948e-16,0.627414321959377
1600,0.05,31,0.180583799212637,0.674416243748094,0.15,0.0305837992126374,0.147538010504261,0.213629587921014,0.0660915774167525,1,-2.52936560585226e-15,0.674627097667188
3200,0.05,31,0.141162727803393,0.638418666451609,0.15,-0.00883727219660654,0.119043056019106,0.163282399587681,0.0442393435685753,1,-1.27182986364716e-15,0.638518442753921
800,0.1,31,0.141956062879194,0.662430760544764,0.15,-0.00804393712080603,0.0960527966589013,0.187859329099487,0.0918065324405853,1,1.66089364483923e-15,0.662845168317887
1600,0.1,31,0.174341450847088,0.694617175200165,0.15,0.0243414508470876,0.140305834686206,0.208377067007969,0.0680712323217635,1,2.40293895892307e-16,0.694834344870999
3200,0.1,31,0.150964885462869,0.65189548263666,0.15,0.000964885462869186,0.128378274401309,0.17355149652443,0.0451732221231213,1,4.12735817745258e-15,0.651997365185164
800,0.01,32,0.181907373290948,0.697713169789418,0.15,0.0319073732909476,0.133559205775433,0.230255540806462,0.0966963350310291,1,1.58414947826202e-15,0.698149649763164
1600,0.01,32,0.180136087169504,0.685172788441476,0.15,0.030136087169504,0.1465632374562,0.213708936882808,0.0671456994266087,1,-1.41494455041524e-15,0.685387005357275
3200,0.01,32,0.160937289563302,0.651387927277866,0.15,0.0109372895633017,0.138368264074562,0.183506315052042,0.0451380509774802,1,3.31171721990042e-15,0.651489730502255
800,0.05,32,0.181007360998051,0.685236431400046,0.15,0.0310073609980514,0.133523771454999,0.228490950541104,0.0949671790861049,1,3.75810493835616e-16,0.685665106094084
1600,0.05,32,0.165488281646422,0.67305376102782,0.15,0.0154882816464218,0.132509253364578,0.198467309928266,0.0659580565636877,1,1.14956655306031e-15,0.673264188971379
3200,0.05,32,0.151084478616681,0.634187930959498,0.15,0.00108447861668126,0.129111391644852,0.173057565588511,0.0439461739436589,1,-4.17971213195756e-15,0.634287046054415
800,0.1,32,0.142350222501678,0.636663431280358,0.15,-0.00764977749832227,0.0982325082899259,0.18646793671343,0.0882354284235036,1,-1.18495491197024e-15,0.637061719358901
1600,0.1,32,0.175512046310412,0.689598850229078,0.15,0.0255120463104118,0.141722323554681,0.209301769066142,0.0675794455114612,1,-2.07382722106075e-15,0.689814450937872
3200,0.1,32,0.143450681988468,0.636770252957732,0.15,-0.00654931801153186,0.121388123768312,0.165513240208624,0.0441251164403116,1,2.7299343341447e-16,0.636869771635056
800,0.01,33,0.211004344789902,0.689269606005873,0.15,0.0610043447899019,0.163241275641325,0.258767413938479,0.0955261382971534,0,-3.64931609236896e-16,0.689700803799694
1600,0.01,33,0.164641876170985,0.660074690208287,0.15,0.0146418761709852,0.132298810673118,0.196984941668852,0.0646861309957338,1,-6.74156910851487e-16,0.660281060289991
3200,0.01,33,0.176337891249205,0.669770814089511,0.15,0.0263378912492051,0.153131942932094,0.199543839566316,0.0464118966342225,0,-2.41192482652863e-15,0.669875490313339
800,0.05,33,0.117040084937224,0.649406666018477,0.15,-0.0329599150627763,0.0720393258375646,0.162040844036883,0.090001518199318,1,6.67244037799719e-16,0.649812926093257
1600,0.05,33,0.157417890059561,0.67083936381605,0.15,0.00741789005956076,0.12454736524728,0.190288414871841,0.065741049624561,1,4.1061772038109e-15,0.671049099435936
3200,0.05,33,0.142261550365316,0.643189791346288,0.15,-0.00773844963468448,0.119976570575078,0.164546530155553,0.0445699595804746,1,-6.58303273004535e-15,0.643290313311635
800,0.1,33,0.0844157332383818,0.634055881432285,0.15,-0.0655842667616181,0.0404787096919614,0.128352756784802,0.0878740470928409,0,-9.15933995315754e-17,0.634452538262719
1600,0.1,33,0.154053442126618,0.672184139868692,0.15,0.00405344212661832,0.121117024498577,0.18698985975466,0.0658728352560835,1,2.4518234664761e-15,0.672394295928186
3200,0.1,33,0.190303752014547,0.682360598553738,0.15,0.0403037520145474,0.166661597936518,0.213945906092576,0.047284308156058,0,-4.53803661315533e-17,0.682467242392564
800,0.01,34,0.179087083996878,0.662005937117575,0.15,0.0290870839968783,0.133213255997206,0.22496091199655,0.0917476559993439,1,1.53071999520193e-15,0.662420079126876
1600,0.01,34,0.185309820999311,0.69469144809625,0.15,0.0353098209993105,0.151270565533395,0.219349076465226,0.0680785109318313,0,-1.2314975428307e-15,0.694908640988252
3200,0.01,34,0.126989120303673,0.641274310358827,0.15,-0.0230108796963268,0.104770507324086,0.149207733283261,0.044437225959175,0,-2.99704705497561e-15,0.641374532960103
800,0.05,34,0.163682351647142,0.652887349708414,0.15,0.0136823516471418,0.118440397905621,0.208924305388663,0.0904839074830417,1,7.98631993870202e-16,0.653295787252092
1600,0.05,34,0.133323063032085,0.631541450819424,0.15,-0.0166769369679152,0.102378100573329,0.164268025490841,0.0618899249175122,1,-1.38989514342214e-15,0.631738900081968
3200,0.05,34,0.142398933206473,0.644086701228333,0.15,-0.00760106679352662,0.120082877645346,0.164714988767601,0.0446321111222557,1,-3.84217831161937e-15,0.644187363368704
800,0.1,34,0.069599863777958,0.587177396479182,0.15,-0.080400136222042,0.0289112938103488,0.110288433745567,0.0813771399352185,0,-3.16691117774326e-16,0.587544726760014
1600,0.1,34,0.159118493990344,0.65365391804652,0.15,0.00911849399034406,0.127090040547227,0.191146947433461,0.0640569068862338,1,3.06466657606919e-15,0.653858280695892
3200,0.1,34,0.123305486484831,0.628742227388188,0.15,-0.0266945135151687,0.101521080048146,0.145089892921517,0.0435688128733712,0,1.80552404624446e-15,0.62884049139244
800,0.01,35,0.149089113495081,0.652757438617037,0.15,-0.000910886504918829,0.103856161967479,0.194322065022684,0.0904659030552051,1,4.38642178135495e-16,0.653165794890081
1600,0.01,35,0.141581356444372,0.644471108870003,0.15,-0.00841864355562824,0.110002852382827,0.173159860505917,0.0631570081230898,1,1.10470660397155e-15,0.64467260054567
3200,0.01,35,0.153346193971505,0.630718847274967,0.15,0.00334619397150482,0.13149330240831,0.1751990855347,0.0437057831263898,1,-9.86086212684256e-16,0.630817420198484
800,0.05,35,0.165243550051558,0.665393975086319,0.15,0.0152435500515577,0.119134947312989,0.211352152790126,0.0922172054771364,1,2.79498646449383e-16,0.6658102366066
1600,0.05,35,0.165709351873857,0.652495336117818,0.15,0.0157093518738566,0.133737667902075,0.197681035845639,0.063943367943564,1,1.54973256449864e-15,0.652699336540535
3200,0.05,35,0.152785417963219,0.655271393265551,0.15,0.00278541796321913,0.130081839715377,0.175488996211061,0.0454071564956834,1,-6.13148854605727e-15,0.655373803423753
800,0.1,35,0.0950567714414642,0.615577554663634,0.15,-0.0549432285585358,0.0524002070818566,0.137713335801072,0.0853131287192152,0,9.24260668000443e-16,0.615962651701402
1600,0.1,35,0.139151065371075,0.622785548772721,0.15,-0.0108489346289251,0.108635134228911,0.169666996513239,0.0610318622843273,1,2.07951711406196e-15,0.622980260532605
3200,0.1,35,0.152031416505969,0.650519875858415,0.15,0.00203141650596919,0.129492466911778,0.174570366100161,0.0450778991883827,1,-5.46762721903571e-15,0.650621543417971
800,0.01,36,0.237734852852544,0.736103003831796,0.15,0.087734852852544,0.186726454446255,0.288743251258833,0.102016796812577,0,-7.47388262389848e-16,0.736563499969318
1600,0.01,36,0.129826946116459,0.632485814913188,0.15,-0.0201730538835405,0.0988357106674016,0.160818181565517,0.0619824708981157,1,-1.16438109154515e-15,0.632683559427918
